Application_Number,y_test,prediction
101693,441800.0,432778.65025784716
76962,522000.0,495817.06099201855
53098,722000.0,707321.0970327776
112001,467000.0,466817.0735816125
74032,420888.0,424146.2955360546
43755,501600.0,499082.9071111593
27167,497000.0,501006.83061082783
42583,467000.0,455128.3822062806
78703,457000.0,457326.0582148586
152256,462000.0,463693.1634244119
24443,242000.0,240935.87079504598
26796,107000.0,108499.48688572762
80274,302000.0,307790.533718286
156302,367000.0,376076.9815017352
43119,227000.0,223354.40187002567
49105,277000.0,274581.14674852294
116451,32000.0,37694.40109917959
32813,685000.0,680536.3198144689
159414,602000.0,593964.7412669588
6904,172000.0,172374.226003705
176769,292100.0,286877.1458969654
137962,537900.0,535327.2987595682
146363,687000.0,703741.9942050596
131824,262000.0,267597.0175981619
69493,192000.0,189991.00415126167
239,747000.0,766112.8979612363
108712,332000.0,330545.6324207041
153322,87000.0,89893.11016132795
59060,232000.0,229236.1825533241
129935,418230.0,416008.0435889602
103051,701800.0,690820.9118188717
111679,807900.0,823886.6798440709
132848,568000.0,573023.932590494
58820,852000.0,878434.7935712537
70540,902000.0,887892.2874616155
183998,686800.0,681975.1581789434
9065,377000.0,371383.3003541898
17760,530000.0,535061.4774227618
121345,725900.0,723728.1887657569
63874,385000.0,387268.353732824
95630,972000.0,1009834.5596575463
13843,217000.0,216070.04605126387
91740,352000.0,363368.1333899142
9069,333900.0,339099.99457978
184366,462000.0,463912.3054164824
79555,166888.0,166663.56284825323
52979,465000.0,464113.1291739375
47111,317000.0,320294.2088418033
34147,517000.0,513269.5424527914
164123,543000.0,553312.373205202
89157,247000.0,237756.51430238766
36215,317000.0,316507.0997274671
41746,172000.0,170009.80557778061
101023,136000.0,137524.41311971232
174290,322000.0,315661.81150089443
132006,550800.0,558611.1123873736
94251,486800.0,482828.0148584488
53672,252000.0,251067.26491866662
116753,1203000.0,1211832.035331353
5969,317000.0,313571.442066741
99349,540210.0,549256.7513887564
98787,464000.0,459583.4560264888
16055,833990.0,858014.6798084991
99624,794000.0,763372.7736044598
95820,252000.0,255154.84002056057
80195,767000.0,763182.2471468754
74434,333000.0,334925.3300944922
71444,782000.0,783954.6853743138
90204,482000.0,466057.2105932161
134040,462000.0,458663.4082410595
125275,485000.0,489494.7535378786
125681,247000.0,245278.4101741984
147949,1167000.0,1151797.4592272798
72805,2397000.0,2365723.3630545903
41906,202000.0,206255.62112039523
2823,222000.0,221505.18505629047
169031,340000.0,335563.8377618695
143540,542110.0,544571.1249653229
39204,2302000.0,2366530.560249505
123766,503084.0,508944.9793323575
147955,277000.0,271220.7728289211
106948,352000.0,349265.41903779306
93164,637190.0,631964.0149759378
121180,322000.0,322250.26681977115
96029,614800.0,618244.7260365519
46121,667000.0,657794.3239350611
32958,1209800.0,1204386.9186859028
128491,238000.0,239793.94164139696
25766,247000.0,246402.9359752565
158332,2502000.0,2606991.963065115
95027,195000.0,199451.06591742922
60395,274880.0,268946.357264209
106195,107000.0,114423.42153438064
152070,582000.0,586180.2429686427
121550,552000.0,556559.3442140021
55298,566000.0,559891.4687846485
112994,401000.0,394363.61553404684
141297,39000.0,43397.15833363572
134474,3002000.0,3226562.4368716227
34899,596400.0,592229.9924942957
28020,432000.0,436182.55330811697
29121,447000.0,452494.7503917116
14312,162000.0,160796.07816659193
87289,1417000.0,1346474.987896855
171472,862000.0,861102.3301032434
14739,216000.0,220540.1705105135
90738,652000.0,659579.8844927498
60882,205000.0,208725.33868766867
70501,829000.0,836830.4272819374
100001,480507.0,503118.09041917487
83901,195000.0,196156.78621588618
91499,917000.0,915688.4085842236
131587,714552.0,726807.4910728725
94011,782800.0,763326.0009996507
105952,592000.0,584857.2739841125
31720,3302000.0,3013090.9889956266
168300,207000.0,212895.14547282323
175203,407000.0,397038.3399062182
13066,477000.0,460698.287282674
16278,335900.0,346239.2187273367
127372,429310.0,415857.91802915005
137342,1345000.0,1289482.0574957961
53513,217000.0,217574.5823778066
136297,427000.0,425915.76555365813
51477,497000.0,485895.89798604394
181735,427000.0,428455.4811290335
184443,557000.0,557522.9449057736
46445,407000.0,421321.4376927351
98095,357000.0,348040.4469845899
22892,1107680.0,1076981.1980835912
55375,1052000.0,1052167.435464206
78207,257000.0,254411.28391551907
186358,352000.0,350936.72392644105
121983,563800.0,549815.2724341433
81911,245000.0,246223.62291104608
128884,405200.0,413650.5791656008
96639,629520.0,648419.0123353987
13756,391090.0,386721.11640099273
8094,632000.0,618368.9541521998
23147,438250.0,436735.928840521
5339,197000.0,193286.34031999848
54610,602000.0,601396.5340265401
170171,387000.0,389610.4941106631
134032,1002000.0,986461.5417110989
81932,44000.0,45927.35538142195
5617,630000.0,622553.3383477243
162219,195000.0,196405.3501841923
64789,297888.0,307002.2268228127
136118,355000.0,359169.3749813386
61639,477000.0,469290.15550162614
181792,272000.0,268811.3749902561
18916,418990.0,435976.2236100885
98326,448307.0,465967.26565759094
14600,352000.0,353719.62980581174
119744,572000.0,564521.5578049248
13381,185000.0,189875.2630625274
113963,157000.0,151603.75817435578
19678,322000.0,318329.2242784655
15153,797000.0,795378.4202184172
69842,716000.0,720906.6077995127
91321,217000.0,216061.15454659722
93030,558800.0,556286.4938906583
5251,365000.0,360019.36889723304
22504,487000.0,490306.17527378356
139856,474000.0,477072.0712080965
154384,302000.0,311645.88289187266
120292,1202000.0,1206898.3485490258
18950,392000.0,384210.3422598561
133224,102000.0,98375.61198478594
55264,863800.0,834222.7153228888
25255,297000.0,280801.716007321
34081,1227000.0,1227198.585206899
15891,277000.0,271220.7728289211
167628,1003800.0,1017754.8307281772
62934,602000.0,593508.2024463216
82101,499090.0,493579.01133015135
83999,495000.0,488217.0709341803
65759,718360.0,736497.9345081123
139326,302000.0,300987.69471539714
22243,387000.0,380676.29603395826
153498,507000.0,492226.7160821465
69518,142000.0,140131.33560254078
29026,500800.0,502702.57593478984
72182,402000.0,404086.75030331593
66786,492000.0,484586.67544920073
111753,330800.0,328954.9175100402
509,122000.0,125692.20192067181
38494,594500.0,598598.1683288577
55470,562000.0,558256.9467523954
82229,297000.0,305711.72120168083
138798,517000.0,527778.5121330487
91742,44000.0,44412.225890529146
24792,882000.0,893711.8097503821
48600,302000.0,298884.60620728973
13227,531000.0,526347.3311366062
138302,142000.0,150252.76477263245
15966,162000.0,165511.11327551864
83746,1082000.0,1086718.5971164992
59338,760000.0,773737.2425923687
69234,162000.0,160584.3569049575
78987,392000.0,398898.5228577496
133637,577000.0,570983.37876907
30511,1045800.0,1031021.6920838687
120854,832705.0,825011.242025703
122912,500000.0,500774.1093370588
185692,834888.0,843658.6655992852
59206,582000.0,584718.4696205874
105748,174000.0,171997.06075507135
27830,552000.0,553039.1133558217
165408,222000.0,224870.39251013374
175634,552000.0,542463.1158582275
113984,87000.0,98962.99733598637
173646,615000.0,615402.9169750251
18410,383800.0,381664.4443540802
116983,357000.0,356478.0354860521
24805,467000.0,461795.37650800945
137953,3197800.0,2965017.208550213
61887,617000.0,630250.8571218734
120322,102000.0,101492.49450609015
54086,1168500.0,1141050.007043092
143057,647000.0,656536.0190904618
160119,1197000.0,1196288.9031999363
122173,247000.0,252832.37464607225
119493,187000.0,182312.21863947774
76203,304893.0,313104.5957960384
86055,197000.0,188074.80382747028
185753,797000.0,787571.287804751
45004,452000.0,447388.5912824463
38441,322200.0,317083.60773805727
46375,447000.0,448140.69888927357
2356,344400.0,349025.24226017913
1048,646800.0,628918.2984877652
21381,452300.0,456762.68489460385
72239,127000.0,122066.1361538312
74979,657000.0,664753.5398785011
23737,87000.0,90949.83869342569
88705,447000.0,453737.59817623324
40370,977800.0,998378.5670380061
19913,387000.0,380676.29603395826
138433,541800.0,561799.6528677123
28472,372000.0,380462.24161423696
126536,212100.0,219100.11905401776
183676,371000.0,372197.5353548413
43483,496800.0,488716.23527316627
82591,505000.0,499592.2463987457
117948,770888.0,767226.3139392855
103332,412000.0,403676.1726724035
146682,539500.0,541611.9624206417
111752,981210.0,990972.4749813594
160528,177000.0,176049.79601055544
58655,357000.0,352775.04381045775
142697,563000.0,564890.6891195626
128555,232300.0,235053.0619489717
37320,405750.0,420584.95423013635
6505,653888.0,646520.2303644038
141063,678100.0,664504.8056769266
75193,347000.0,347103.96718835644
166087,645800.0,629739.7090682646
71451,446900.0,447934.4730367408
144920,601000.0,593270.8470001847
150223,909800.0,980906.5920513247
115707,485000.0,485702.0651155081
71005,712888.0,719600.3722270416
108987,532000.0,530906.047330656
121114,502000.0,480785.54654502566
140216,632000.0,632048.080955813
16880,332000.0,330908.0212706316
141956,1552000.0,1575596.3941041462
98353,395000.0,409142.49946170085
53611,387000.0,403372.1589016375
74188,312000.0,307845.9445750989
110581,535470.0,530670.1374791712
145783,227000.0,228431.95830613983
152485,519000.0,516008.1469006464
109112,602000.0,595705.8253888821
104319,497000.0,491503.12627044995
127908,475800.0,472230.16871781787
32058,389200.0,398905.06316457444
67806,1982000.0,1969842.1092760395
82496,67000.0,65177.95773773253
72118,322000.0,317579.450275765
135375,2947000.0,2979956.332222299
46059,397000.0,394497.8925011382
26930,522000.0,523352.5651230376
17644,412000.0,417688.6356002218
48786,650000.0,658878.6861297137
182693,2238000.0,2218420.965724163
94832,532200.0,530900.8607831168
173858,652000.0,651170.3384534157
96841,157000.0,161342.4146088373
78468,342000.0,335450.53522255406
133773,568500.0,558306.6263389449
72472,752000.0,767426.7647109835
81285,187000.0,198334.40074819318
125234,312500.0,313555.22661868733
158963,391000.0,386015.42121864425
123754,318000.0,322845.4228358585
78433,367000.0,367916.4238095686
108429,547000.0,542577.9224414567
176434,503600.0,508787.67475502845
159235,357000.0,354106.3139560538
94056,970800.0,981803.5836651861
19192,949000.0,928646.190050421
160474,495800.0,507114.75063203834
167655,1341800.0,1323189.7598105446
103437,297000.0,296864.8401389334
129897,597000.0,602746.6520354433
3535,677000.0,673864.4096017882
132218,690000.0,680895.3142726237
126066,693800.0,704939.970322571
5756,262000.0,258301.7584805622
143432,947000.0,957331.22866104
42869,425000.0,427860.82919932704
165630,615000.0,622311.6894928598
176119,252000.0,246319.84372856567
26897,327000.0,325163.3821840495
105699,107000.0,109767.80398036668
118748,352000.0,352006.542780482
87996,301620.0,299702.15825003275
182911,697000.0,734956.323997942
21408,372000.0,393100.2372515315
45384,134000.0,131358.02326807214
117332,570888.0,573178.8293164151
26091,435000.0,444993.94756353914
146949,533000.0,529717.2950804706
139441,706800.0,721230.457649017
118718,967000.0,961397.6190034936
177101,612000.0,612222.0470416768
112487,277000.0,278863.03110575187
39003,527000.0,530756.2643854831
35772,1012800.0,1016990.5909565407
73278,512000.0,515041.3450621395
134382,952000.0,953926.2411683623
37919,312000.0,311494.0812108196
177265,547800.0,558597.462061567
134482,392000.0,390055.8719132205
52311,697000.0,688092.0439040086
10680,333550.0,347445.70416476624
15496,313100.0,319516.08038930094
64864,482000.0,494297.87874119676
72153,197000.0,193489.6025720068
155705,727000.0,737040.4962519391
42681,256000.0,256831.76913599274
38111,337000.0,345641.0449423722
81883,997000.0,999828.0470704293
100118,700000.0,714095.8136982924
72908,1802000.0,1937434.6891462416
127225,305900.0,308201.91066842945
80025,352000.0,349419.8564754959
47801,797468.0,806518.5578520589
85384,72000.0,70827.42886989906
106094,226900.0,234229.27484009508
184043,567000.0,607065.2680163613
131607,527000.0,525294.8354820359
100225,377000.0,373752.40931975585
153461,417000.0,435592.7640007432
109583,607000.0,597824.045089262
31569,574700.0,578832.684909534
37573,597888.0,598821.6133101374
10857,152000.0,153205.75276009899
60878,950800.0,928900.4250130614
161726,527735.0,510053.1349338385
39894,437000.0,444189.48187598796
167711,547000.0,536476.5451593976
91902,292000.0,297496.7789520291
128214,407000.0,405940.4946602579
88268,556000.0,561245.1648837606
169379,829000.0,831010.392681082
81,532500.0,530558.3459683022
113924,422000.0,408330.1348577098
66445,317000.0,313626.12427228835
35311,1447000.0,1516964.2078959441
161827,237800.0,232218.3127875398
116445,685000.0,670185.527800033
60024,622000.0,618437.2591259556
108012,302000.0,305062.77106620447
111261,197000.0,205036.70232889906
922,177000.0,176570.09450280142
30181,647000.0,723115.5488666384
38107,528500.0,527830.6671402066
122182,570000.0,573941.8685130704
166932,444500.0,441597.4849089596
7195,457000.0,472480.01207499835
43503,326000.0,330382.48276088235
60721,317000.0,311323.7179472372
182799,2697000.0,2536128.2521332796
177707,147000.0,147118.23412617436
133145,717000.0,694702.6618604568
61952,312000.0,307291.2706234667
134770,612000.0,595122.6246969112
1104,382000.0,402397.2548362121
112850,432000.0,427528.60921715864
57057,297000.0,290082.6868358322
167571,575000.0,583284.9610406127
61475,537000.0,531831.3981282415
11626,3202000.0,2996550.2326295683
2074,313410.0,313198.4157839649
11236,252000.0,248442.97145469135
140219,1895000.0,1855813.8850742986
90800,340800.0,339060.5680328949
74,373000.0,378213.9463043292
144491,815000.0,779364.417956305
18195,807000.0,807069.315385133
147759,412000.0,409775.949792141
33682,129000.0,129146.90414116361
129570,489000.0,487220.4090558955
180334,422000.0,426280.0757717558
140195,61000.0,60454.53017716976
83998,916295.0,890815.0419138332
144190,302000.0,298884.60620728973
65148,352000.0,348895.8568587421
157104,432000.0,436052.00120436074
84096,402000.0,427310.63691877655
175087,637000.0,638490.4462953472
114294,890000.0,860483.6229455717
98677,459000.0,464578.83040834987
180866,432000.0,427078.2439200744
90466,402000.0,408104.212160698
144128,571000.0,571217.4473471639
183335,167000.0,161340.83130965877
36973,60000.0,60415.51819131754
84780,1002000.0,1005670.2674333354
126036,92000.0,91036.29633455031
53063,1377000.0,1385382.2563522598
3868,470000.0,473435.1855433507
170466,646000.0,658692.9180698511
145837,442000.0,452965.0475474687
57179,274780.0,289989.9488386296
42673,817000.0,797450.106240621
124712,412000.0,425001.3042751081
11539,499000.0,493095.82736800116
70582,422000.0,422652.4964423784
165885,497000.0,488303.76348913275
88114,332000.0,329754.63106326305
53845,347000.0,348325.4727009634
9717,372000.0,376885.9229830067
39135,247000.0,242496.70636895203
39403,295100.0,293120.13313588663
11144,1102000.0,1103852.3921666665
146653,272000.0,277359.4145654721
39071,317000.0,312912.71233020176
25504,322000.0,322306.02365634375
126772,280000.0,284334.2709930593
42123,260000.0,257961.5317561794
32265,397000.0,396038.2058229383
84028,332000.0,325818.53576463985
156209,162000.0,167587.22286291714
159066,3761000.0,3675319.869775793
75229,532325.0,527802.70321653
136798,417000.0,407885.3145707214
96224,631400.0,616702.7310616636
14109,217000.0,224939.5177017628
63115,647000.0,649583.6191798226
82602,858000.0,838532.1248757497
129624,481900.0,482251.52355070494
84172,369880.0,371537.3526186849
105158,367000.0,375192.5514952865
34371,467000.0,460119.7985714969
171513,1081000.0,1083936.0203659912
33225,267000.0,271379.0766464126
3920,37000.0,37962.18545974164
88386,387000.0,389357.8710795375
118715,505725.0,508069.59137227706
40011,378000.0,373454.3882357224
109206,259670.0,271821.34611680097
94599,177000.0,172861.21409697097
50768,1002000.0,1003039.9676803141
159705,377000.0,379404.4152838657
175387,701000.0,705105.7872562981
69217,558888.0,556251.4262130915
130557,447000.0,441763.53324321634
42089,369000.0,366402.49051573
16900,727000.0,739069.9161073455
111198,621000.0,617042.8246578
78988,462000.0,465766.51321491256
107311,207000.0,214508.86920263415
28338,242000.0,241545.92796492323
160670,92000.0,91057.59142043615
83953,364880.0,364552.9575198183
152044,452000.0,452739.17872571934
44069,587000.0,575683.2757230501
102709,347000.0,351074.9250303141
2914,132000.0,131663.21543919278
59772,212000.0,211800.48708747837
102798,802000.0,818406.8948546548
141702,605800.0,598441.0137878477
5814,452000.0,456118.5458608583
88596,690000.0,692063.0248288973
178867,247000.0,251552.50415511557
47171,545000.0,554200.6659623133
54045,560888.0,550509.7903352574
99009,997000.0,990213.3185587894
51298,350000.0,354879.51708804397
47520,422000.0,425287.6202055189
132124,582000.0,586720.2314998144
128096,454160.0,440633.5605663954
100827,780888.0,772020.7930230937
143527,803888.0,792798.8974831355
31544,501800.0,494041.20368056995
130726,462000.0,480177.52284488897
161585,305000.0,307443.1632131326
5761,327000.0,330294.9038320911
150096,822000.0,807756.0215713207
175143,466000.0,465567.75064053084
94975,427000.0,414414.7015117968
22922,1112800.0,1070719.4344094978
49249,647000.0,642119.172043173
81936,44000.0,45927.35538142195
173732,252000.0,247174.59722727642
93049,335800.0,337682.3921179093
48533,97000.0,105185.39878948205
97518,334200.0,334573.36783771095
114229,847000.0,848200.1436675971
19380,545888.0,537401.8722122798
110074,722000.0,703424.4261836077
120477,452600.0,429485.9703938722
131432,3340000.0,3315415.2752386965
24740,322000.0,317261.7064483198
62797,887000.0,893184.8325908636
162776,609000.0,606040.7093127514
85747,447000.0,451225.6859672387
86639,427000.0,428288.6195563921
115681,797000.0,788630.1834281033
120917,227000.0,235750.6364232271
149193,627000.0,626109.9846093071
181407,357000.0,358914.14036294154
6168,332000.0,337979.1998844001
39828,536000.0,532725.0812994764
108681,540000.0,538937.2762508286
17829,615000.0,626791.7992057861
36743,217000.0,220111.32719853148
178028,192000.0,194336.38581842024
46292,766000.0,769146.470656231
112672,127000.0,129016.3726471815
139139,297000.0,323370.29864611477
137403,697000.0,695116.49355601
84036,352000.0,353099.47297721007
97170,828500.0,835060.8641501422
132243,881800.0,872393.7264806158
67853,578800.0,561331.2687230638
114465,988800.0,983665.7569554861
25100,274000.0,282426.4273264503
181472,302000.0,304899.1780248113
124649,525000.0,510994.5316207332
136846,667000.0,660269.0770669543
139492,532000.0,538897.4990917539
29327,700888.0,714347.7063347475
104578,682000.0,681152.3758991442
25701,297000.0,297500.17580227833
111464,800000.0,814380.3276932575
149863,322000.0,324628.30247819214
30769,1147000.0,1140797.3488082844
174524,541000.0,542152.1304704048
142288,572540.0,584828.6811732348
148007,297000.0,297109.15124984115
4791,197000.0,192057.05365769676
39982,553000.0,555702.302817721
168697,87000.0,90205.1485029879
84831,3971800.0,3733777.595296099
47973,460000.0,457816.4582318972
129666,232000.0,230697.3330790013
83224,195000.0,195795.01599423838
183581,347000.0,343150.5409996313
64087,317800.0,315009.9862009386
162917,497000.0,496023.5157601343
127066,372000.0,374149.9107271193
40533,457000.0,454085.6392093664
44260,431000.0,430126.9267378337
75247,597000.0,580804.3789799631
127494,957000.0,966539.1964379677
60874,622000.0,605812.0751550656
28968,142000.0,141433.19674208065
153787,237000.0,242060.04859701032
146372,102000.0,104296.26815745162
74685,676638.0,683080.347353777
142352,222000.0,227220.16075982287
96034,334000.0,335274.8021910684
9327,456000.0,455432.23381858406
84577,277000.0,272263.7253956604
78413,487000.0,482434.67845509836
48410,302000.0,305070.39616920316
34734,342000.0,336456.0225888813
103592,372000.0,373097.8986050613
35499,882000.0,866693.2255910585
67859,1647000.0,1664409.3345702454
137966,648000.0,632812.308362785
53679,885888.0,881922.8267505285
174765,467000.0,458066.4649812266
53086,172000.0,171908.71848466457
84810,472000.0,471594.70908111206
142425,989000.0,997797.5324025934
85093,117000.0,117040.47778307056
138657,543000.0,536831.4370032159
177042,662800.0,658753.3293779475
127854,243000.0,245389.12240162218
76666,232000.0,230287.42251342244
77787,147000.0,150746.7600645711
144125,783100.0,801304.3991931288
8657,457000.0,433759.16058988153
153380,74500.0,77516.43266884924
80337,667000.0,675733.4515024477
134947,297000.0,301869.96195567824
15683,597000.0,607898.3400361467
183996,1002000.0,1002145.8307182129
14194,1128800.0,1124747.9040635184
45398,342000.0,345392.7201949453
111536,811980.0,807705.8319308965
115887,267000.0,266863.7971902272
23755,620500.0,620061.8966343898
7391,697000.0,684223.0423186054
164577,207000.0,207686.50565481244
37638,202000.0,205529.1997845759
102708,596720.0,595502.1714124519
29493,577500.0,574490.183811799
179220,674600.0,661626.0295551512
157560,452000.0,446687.41556710197
130880,577000.0,581932.1363100702
41878,122000.0,128193.15632134178
16534,552000.0,542521.2644444793
158747,523000.0,514952.78476572584
139958,1102000.0,1109114.152301804
162137,655800.0,653664.240746137
20353,297000.0,299208.8814726923
86399,1868800.0,1881754.1238555168
180673,227000.0,224569.84865514762
141319,652888.0,666443.562225584
101586,569000.0,570291.4820928505
64833,147000.0,149568.62969341595
23938,677540.0,672288.7791064869
45323,317000.0,317430.5840320582
59889,1897000.0,1926205.3286185083
177919,220400.0,218801.52109320392
12126,1352000.0,1309733.2656565674
8050,282000.0,279767.2865028563
52673,457000.0,458502.71923285787
2413,647000.0,630150.1698321942
130275,167000.0,163624.08599352886
2720,652000.0,629179.8957388971
28047,497000.0,494377.9761811669
182985,797000.0,787759.6495130316
164039,247000.0,243354.21777129485
22390,403800.0,399980.82222968404
68133,407000.0,401457.67553235975
148386,292000.0,297229.19177372375
147913,739280.0,723762.4651108179
82310,152000.0,148617.85352254825
28568,252000.0,257842.07710558356
154473,2155000.0,2028854.023857053
70959,966888.0,953517.0649762066
135519,605500.0,613355.2679271514
118501,1597000.0,1593371.749760856
38630,321600.0,326974.5085354422
7167,817000.0,833386.7304916162
161495,380000.0,373292.04865417455
130084,332800.0,332427.6034172828
98900,301000.0,295369.88726615417
54685,637000.0,643883.7743102971
14748,87000.0,85807.46772696554
164374,2502000.0,2482767.8408797826
142200,642810.0,650420.976589451
101381,964888.0,941435.5244345068
25925,547000.0,539589.7347080089
45086,382000.0,381837.0010585989
77592,586000.0,589696.1793792744
112330,261200.0,261038.71598088273
11007,217000.0,216340.39702427463
111729,570600.0,566317.6113068406
131589,423612.5,423411.6540301856
184365,677000.0,676976.9325474307
18151,1447000.0,1480441.8552063978
160595,747000.0,742390.0747576315
58238,310000.0,307875.65977119963
76444,476207.0,480030.4667990452
155418,462000.0,467554.2980317372
31298,364500.0,372602.7542362514
44094,292000.0,294001.12115110445
112290,243099.0,240840.9565045989
170086,492800.0,493815.76610741776
115501,127000.0,126547.25227618343
9619,327000.0,326962.4170836428
172042,332000.0,328938.29026815045
124899,187000.0,183126.76315589334
158375,387000.0,386283.5642247003
170840,602000.0,603527.7006209571
177301,712000.0,720082.4266281511
147427,953000.0,950528.4630697534
96523,175000.0,180542.3814909721
43559,430000.0,445015.77683122456
163160,552000.0,560788.8094232096
67425,424320.0,412281.44389093795
19042,1294900.0,1321888.187924176
59627,327000.0,323571.26084987645
73816,922000.0,912280.6301799585
71831,415000.0,420531.56329916936
28256,1252000.0,1270701.4598527816
60169,227000.0,224117.17337536067
110982,257000.0,260951.51323659858
70466,908888.0,918897.047409558
67906,269000.0,268877.9837421369
8372,502000.0,488364.1743085581
131741,397500.0,399317.2174370915
22496,1021200.0,1010290.7887118566
184613,6797000.0,6149553.295838747
176369,337888.0,339917.1703804353
86724,382000.0,388561.5440338727
36567,817000.0,807370.4959152935
180853,287000.0,282461.46008960996
4993,197000.0,197848.58099538457
172175,531800.0,536575.5536731698
184233,147000.0,146400.40925841007
101123,3377000.0,3538137.1389156054
85799,1797000.0,1800849.3521537213
112957,417000.0,414799.7385117312
154501,435000.0,438429.7905540209
129558,782000.0,772551.3940936951
124202,119000.0,122536.57500096508
11348,232000.0,229333.3476533345
54341,267000.0,272519.1454788278
96712,332800.0,334995.2903929391
24247,97000.0,100836.31183530703
23548,322000.0,320207.2418943875
149956,302000.0,304139.61122530187
48347,296000.0,294176.3081412178
139671,737800.0,769221.0154053819
180994,379500.0,371070.93095219205
24465,561800.0,557002.0591327769
118552,545800.0,537382.8781140279
172887,943800.0,944689.4068457981
37676,200000.0,202694.58830480865
184288,77000.0,77991.10761868852
115256,492000.0,490920.3411066697
132571,1387000.0,1415924.1066635342
13465,297000.0,296766.7941269117
46419,257000.0,253198.64167041294
54774,402000.0,402695.2377454714
34770,584000.0,587321.8999598311
7527,855000.0,864655.9701219908
45645,527000.0,526667.4320598596
131810,1572000.0,1524827.9320189639
126768,542000.0,534993.5530816189
164386,132000.0,132217.53010318786
162066,239300.0,243272.89725588198
163867,267000.0,266716.9319313718
144646,937800.0,875258.425555122
63215,347500.0,348277.8401737412
16232,505000.0,496843.7367872692
120943,724400.0,734102.409795145
147461,667000.0,671558.6763577561
50590,262830.0,263282.12862309156
16437,647000.0,658163.0565809653
102478,382000.0,373586.8323376713
186034,748800.0,759742.3742118987
73615,597000.0,608769.6465429559
146522,702104.0,695436.5952838014
51974,461900.0,457073.755207462
157045,801000.0,801587.1301720508
29718,602000.0,601485.9892916138
58732,1250888.0,1265971.7718889436
58000,387000.0,391418.3207093733
162820,623250.0,573030.7586759094
127605,531600.0,528979.9925464389
125600,282000.0,284885.175741847
36768,350000.0,353508.87854021846
16043,437000.0,453015.47788258415
68749,2040000.0,1997629.3690473058
155536,350000.0,352964.9633329934
55552,740000.0,752385.1527239389
120782,439000.0,445024.9484537005
133853,590800.0,586928.9720009846
102496,1469000.0,1493684.963655612
51148,422000.0,417084.17676760233
126463,415000.0,409405.10506452096
178672,392000.0,387280.5811774696
13264,1462150.0,1466561.3144314354
106140,1319800.0,1355092.5040484318
146824,506800.0,503859.841937077
152733,278787.0,281331.6087573049
185816,936888.0,914913.9223832352
46981,247000.0,245594.33877274097
108805,335000.0,334502.8834505411
149240,272000.0,270745.52474217
182785,242000.0,237098.11497175653
59895,237000.0,240820.96203566183
101997,660000.0,660532.1540738468
80151,657000.0,665852.1443749488
109232,437000.0,439653.5908993311
2787,595000.0,586633.5546348809
773,247000.0,244661.01569575447
33469,1297000.0,1363953.0119363312
68105,1648010.0,1608877.7301618478
11843,777000.0,786399.2488230766
108959,617000.0,606031.1727903476
107502,346000.0,348507.74505074316
167251,167000.0,169355.7786266104
183586,456000.0,458914.2891239837
13141,195000.0,197560.39035363088
7488,647120.0,654648.39688227
152734,531021.0,529281.3193267862
2647,842888.0,837806.1906257691
149943,477600.0,475779.69467198453
175421,297000.0,296012.2001093539
162770,462000.0,466991.7390165712
69365,477000.0,470552.9502019609
128406,397800.0,398645.5346609465
79097,472000.0,485318.6255344709
30149,397000.0,404186.6765030278
100666,522000.0,517250.37258562865
46416,600800.0,597396.3698404012
141657,448826.0,451788.56005163694
30279,177000.0,174052.1887780474
172662,902000.0,891999.2975719938
145431,849000.0,866605.3837607028
14816,452000.0,456951.86815608345
23929,516000.0,523297.863160823
128852,237300.0,238083.10441745384
8487,817000.0,790576.1777937328
84099,497000.0,487736.17449712445
107350,402000.0,410165.31236345763
81652,477100.0,478459.49569598096
36771,348000.0,344531.5945710891
83468,305800.0,307998.54920336144
166710,302000.0,299897.1402936664
113996,642000.0,632763.9009715335
117087,913000.0,917878.7470505935
171620,622000.0,621687.0853428032
75342,437888.0,437819.4299948489
85903,947000.0,943615.1184641296
74709,758000.0,771954.1067897717
14737,597000.0,595646.9160465421
132083,122000.0,119115.3803093776
137347,392000.0,409627.3840668815
113085,347000.0,347028.8305538882
8390,427410.0,431556.19966159115
92405,1197000.0,1180021.4478119728
89087,498800.0,501804.58002714335
148100,609000.0,610549.2617548103
164234,252000.0,253226.79721874493
21476,442000.0,437093.4858808599
38512,438500.0,439780.30761925224
119963,536000.0,545871.4459029038
19090,442000.0,464118.3439554942
114529,663000.0,636820.5691716193
181928,383735.0,388548.0558312554
91799,182000.0,182525.63399423275
76751,195000.0,196506.86148460623
177393,693000.0,693583.0247658186
48205,297000.0,296667.2494301749
20823,297000.0,296496.45281095186
68888,302000.0,299785.2875139734
173592,597750.0,604321.7360034824
179474,2780000.0,2692459.3266300685
161273,453000.0,439859.11423797044
76774,686000.0,654446.644486397
179835,457000.0,459355.553157907
184024,552000.0,543665.3119945852
60455,312000.0,317758.25375181664
119061,541000.0,534737.0570544988
14783,417000.0,414793.47128580784
129306,362000.0,355497.1997228117
58271,317000.0,313289.0944816498
60364,380936.0,379804.5569734867
52517,345000.0,356696.14605486696
120365,645000.0,617853.2231159266
15797,965888.0,959881.6235555233
65834,492000.0,481123.1237478395
149301,247000.0,245676.18307977286
130395,305000.0,306600.2938093979
54393,1052000.0,1100608.6396319305
15645,432900.0,434024.33852014533
169134,532000.0,529870.9292731255
